"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","breed:ch1"
"GSM2195599","SLOU DNA [23547]","GSM2195599","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Sloughi","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","23547","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195599/suppl/GSM2195599_3998887021_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195599/suppl/GSM2195599_3998887021_R05C02_Red.idat.gz","173662","Sloughi"
"GSM2195600","SALU DNA [24003]","GSM2195600","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Saluki","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24003","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195600/suppl/GSM2195600_3998887021_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195600/suppl/GSM2195600_3998887021_R06C02_Red.idat.gz","173662","Saluki"
"GSM2195601","SALU DNA [24265]","GSM2195601","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Saluki","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24265","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195601/suppl/GSM2195601_3998887025_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195601/suppl/GSM2195601_3998887025_R01C01_Red.idat.gz","173662","Saluki"
"GSM2195602","SLOU DNA [24401]","GSM2195602","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Sloughi","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24401","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195602/suppl/GSM2195602_3998887025_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195602/suppl/GSM2195602_3998887025_R02C01_Red.idat.gz","173662","Sloughi"
"GSM2195603","SALU DNA [24402]","GSM2195603","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Saluki","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24402","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195603/suppl/GSM2195603_3998887025_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195603/suppl/GSM2195603_3998887025_R03C01_Red.idat.gz","173662","Saluki"
"GSM2195604","SALU DNA [24403]","GSM2195604","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Saluki","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24403","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195604/suppl/GSM2195604_3998887025_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195604/suppl/GSM2195604_3998887025_R04C01_Red.idat.gz","173662","Saluki"
"GSM2195605","SLOU DNA [24407]","GSM2195605","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Sloughi","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24407","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195605/suppl/GSM2195605_3998887025_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195605/suppl/GSM2195605_3998887025_R05C01_Red.idat.gz","173662","Sloughi"
"GSM2195606","SLOU DNA [24408]","GSM2195606","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Sloughi","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24408","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195606/suppl/GSM2195606_3998887025_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195606/suppl/GSM2195606_3998887025_R06C01_Red.idat.gz","173662","Sloughi"
"GSM2195607","SLOU DNA [24409]","GSM2195607","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Sloughi","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24409","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195607/suppl/GSM2195607_3998887025_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195607/suppl/GSM2195607_3998887025_R01C02_Red.idat.gz","173662","Sloughi"
"GSM2195608","CANE DNA [24509]","GSM2195608","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Cane Corso","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24509","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195608/suppl/GSM2195608_3998887040_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195608/suppl/GSM2195608_3998887040_R01C01_Red.idat.gz","173662","Cane Corso"
"GSM2195609","CANE DNA [24515]","GSM2195609","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Cane Corso","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24515","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195609/suppl/GSM2195609_3998887040_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195609/suppl/GSM2195609_3998887040_R02C01_Red.idat.gz","173662","Cane Corso"
"GSM2195610","VPIN DNA [24518]","GSM2195610","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Volpino Italiano","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24518","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195610/suppl/GSM2195610_3998887040_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195610/suppl/GSM2195610_3998887040_R03C01_Red.idat.gz","173662","Volpino Italiano"
"GSM2195611","CANE DNA [24519]","GSM2195611","Public on Jun 10 2016","Jun 09 2016","Jun 10 2016","genomic","1","whole blood","Canis lupus familiaris","breed: Cane Corso","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","biotin","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","24519","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Dayna,,Dreger","dayna.dreger@nih.gov","NHGRI","National Institutes of Health","50 South Drive","Bethesda","MD","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195611/suppl/GSM2195611_3998887040_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2195nnn/GSM2195611/suppl/GSM2195611_3998887040_R04C01_Red.idat.gz","173662","Cane Corso"
