"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","description.1","data_processing","platform_id","contact_name","contact_email","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","breed:ch1","origin:ch1","tissue:ch1"
"GSM3502167","RTVB_31259_saliva","GSM3502167","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","saliva","Canis lupus familiaris","origin: USA","breed: Russian Tsvetnaya Bolonka","tissue: saliva","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 31259","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502167/suppl/GSM3502167_100994160125_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502167/suppl/GSM3502167_100994160125_R05C01_Red.idat.gz","173662","Russian Tsvetnaya Bolonka","USA","saliva"
"GSM3502168","CPBR_00889_whole blood","GSM3502168","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Chesapeake Bay Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 889","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502168/suppl/GSM3502168_100994160127_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502168/suppl/GSM3502168_100994160127_R01C01_Red.idat.gz","173662","Chesapeake Bay Retriever","USA","whole blood"
"GSM3502169","CPBR_12347_whole blood","GSM3502169","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Chesapeake Bay Retriever","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 12347","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502169/suppl/GSM3502169_100994160127_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502169/suppl/GSM3502169_100994160127_R02C02_Red.idat.gz","173662","Chesapeake Bay Retriever","USA","whole blood"
"GSM3502170","INCA_25400_whole blood","GSM3502170","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Peruvian Inca Orchid","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 25400","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502170/suppl/GSM3502170_100994160127_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502170/suppl/GSM3502170_100994160127_R04C01_Red.idat.gz","173662","Peruvian Inca Orchid","USA","whole blood"
"GSM3502171","BIEW_31248_saliva","GSM3502171","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","saliva","Canis lupus familiaris","origin: USA","breed: Biewer Terrier","tissue: saliva","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 31248","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502171/suppl/GSM3502171_100994160127_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502171/suppl/GSM3502171_100994160127_R05C01_Red.idat.gz","173662","Biewer Terrier","USA","saliva"
"GSM3502172","AKBH_06285_whole blood","GSM3502172","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Akbash","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 6285","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502172/suppl/GSM3502172_100994160127_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502172/suppl/GSM3502172_100994160127_R06C02_Red.idat.gz","173662","Akbash","USA","whole blood"
"GSM3502173","AKBH_06283_whole blood","GSM3502173","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Akbash","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 6283","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502173/suppl/GSM3502173_100994160131_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502173/suppl/GSM3502173_100994160131_R01C02_Red.idat.gz","173662","Akbash","USA","whole blood"
"GSM3502174","BIEW_31256_saliva","GSM3502174","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","saliva","Canis lupus familiaris","origin: USA","breed: Biewer Terrier","tissue: saliva","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 31256","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502174/suppl/GSM3502174_100994160131_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502174/suppl/GSM3502174_100994160131_R02C01_Red.idat.gz","173662","Biewer Terrier","USA","saliva"
"GSM3502175","BIEW_31253_saliva","GSM3502175","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","saliva","Canis lupus familiaris","origin: USA","breed: Biewer Terrier","tissue: saliva","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 31253","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502175/suppl/GSM3502175_100994160131_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502175/suppl/GSM3502175_100994160131_R03C02_Red.idat.gz","173662","Biewer Terrier","USA","saliva"
"GSM3502176","MANT_27149_saliva","GSM3502176","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","saliva","Canis lupus familiaris","origin: USA","breed: Manchester Terrier","tissue: saliva","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 27149","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502176/suppl/GSM3502176_100994160131_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502176/suppl/GSM3502176_100994160131_R04C01_Red.idat.gz","173662","Manchester Terrier","USA","saliva"
"GSM3502177","TIBT_10792_whole blood","GSM3502177","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Tibetan Terrier","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 10792","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502177/suppl/GSM3502177_100994160132_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502177/suppl/GSM3502177_100994160132_R05C01_Red.idat.gz","173662","Tibetan Terrier","USA","whole blood"
"GSM3502178","CAAN_30657_whole blood","GSM3502178","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Canaan Dog","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 30657","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502178/suppl/GSM3502178_100994160132_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502178/suppl/GSM3502178_100994160132_R05C02_Red.idat.gz","173662","Canaan Dog","USA","whole blood"
"GSM3502179","NGSD_13227_whole blood","GSM3502179","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: New Guinea Singing Dog","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 13227","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502179/suppl/GSM3502179_100994160137_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502179/suppl/GSM3502179_100994160137_R01C01_Red.idat.gz","173662","New Guinea Singing Dog","USA","whole blood"
"GSM3502180","LEOP_10791_whole blood","GSM3502180","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Catahoula Leopard Dog","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 10791","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502180/suppl/GSM3502180_100994160137_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502180/suppl/GSM3502180_100994160137_R02C01_Red.idat.gz","173662","Catahoula Leopard Dog","USA","whole blood"
"GSM3502181","CLSP_02314_buccal cells","GSM3502181","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","buccal cells","Canis lupus familiaris","origin: USA","breed: Clumber Spaniel","tissue: buccal cells","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 2314","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502181/suppl/GSM3502181_100994160137_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502181/suppl/GSM3502181_100994160137_R02C02_Red.idat.gz","173662","Clumber Spaniel","USA","buccal cells"
"GSM3502182","CARO_29866_whole blood","GSM3502182","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Carolina Dog","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 29866","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502182/suppl/GSM3502182_100994160137_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502182/suppl/GSM3502182_100994160137_R03C02_Red.idat.gz","173662","Carolina Dog","USA","whole blood"
"GSM3502183","CLSP_27422_whole blood","GSM3502183","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Clumber Spaniel","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 27422","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502183/suppl/GSM3502183_100994160137_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502183/suppl/GSM3502183_100994160137_R04C02_Red.idat.gz","173662","Clumber Spaniel","USA","whole blood"
"GSM3502184","CLSP_01009_whole blood","GSM3502184","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Clumber Spaniel","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 1009","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502184/suppl/GSM3502184_100994160137_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502184/suppl/GSM3502184_100994160137_R05C02_Red.idat.gz","173662","Clumber Spaniel","USA","whole blood"
"GSM3502185","CLSP_01008_whole blood","GSM3502185","Public on Dec 06 2018","Dec 05 2018","Dec 06 2018","genomic","1","whole blood","Canis lupus familiaris","origin: USA","breed: Clumber Spaniel","tissue: whole blood","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols. DNA was extracted from saliva using the DNA Genotek saliva collection kit following recommended protocol. DNA was extracted from tissue using the Qiagen DNEasy blood and tissue kits.","CY3 and CY5","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Sample name: 1008","First_half_signal.txt","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502185/suppl/GSM3502185_100994160144_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3502nnn/GSM3502185/suppl/GSM3502185_100994160144_R01C02_Red.idat.gz","173662","Clumber Spaniel","USA","whole blood"
